CustomerID,Gender,Age,"Annual Income ($1,000)",Spending Score (1-100)
593,Female,47,200,77
594,Female,31,156,61
595,Male,41,90,36
596,Female,35,202,60
597,Male,36,21,54
598,Female,48,71,42
599,Female,26,64,89
600,Female,62,9,39
601,Female,18,18,35
602,Female,31,277,65
603,Female,43,11,43
604,Female,46,72,36
605,Female,37,21,76
606,Female,38,20,62
607,Female,43,46,56
608,Female,36,19,23
609,Female,55,39,49
610,Male,49,53,66
611,Female,49,14,49
612,Male,27,14,27
613,Male,38,23,32
614,Female,35,23,32
615,Male,26,97,48
616,Male,43,24,74
617,Female,32,23,10
618,Female,46,47,68
619,Male,26,22,23
620,Male,59,23,20
621,Female,28,8,7
622,Female,41,87,52
623,Female,48,115,99
624,Female,32,101,71
625,Male,49,7,20
626,Female,24,23,50
627,Female,56,54,63
628,Male,39,72,62
629,Female,31,171,100
630,Female,35,13,55
631,Male,48,12,42
632,Male,31,60,34
633,Female,30,92,66
634,Female,36,96,59
635,Female,24,41,55
636,Female,60,164,61
637,Female,32,50,55
638,Female,48,159,63
639,Female,41,256,40
640,Female,27,101,65
641,Female,38,13,12
642,Female,48,13,40
643,Female,36,38,55
644,Female,53,25,59
645,Female,51,97,55
646,Male,50,21,44
647,Male,33,22,48
648,Male,26,95,69
649,Male,31,21,66
650,Female,41,18,49
651,Female,45,13,40
652,Female,18,62,36
653,Male,38,17,46
654,Male,40,82,76
655,Female,35,52,41
656,Female,54,150,87
657,Female,44,26,39
658,Female,54,22,46
659,Male,36,11,57
660,Male,50,8,58
661,Female,58,46,44
662,Male,54,13,18
663,Male,25,16,32
664,Female,35,28,70
665,Female,34,21,82
666,Female,44,18,33
667,Female,47,94,54
668,Female,28,271,62
669,Female,39,23,27
670,Female,18,17,27
671,Female,56,237,34
672,Male,32,21,61
673,Female,39,199,31
674,Female,35,23,45
675,Female,52,85,49
676,Male,18,12,30
677,Female,38,154,91
678,Female,37,19,39
679,Male,33,52,35
680,Male,59,14,39
681,Male,28,17,32
682,Female,48,80,60
683,Female,43,48,57
684,Male,54,278,100
685,Male,30,45,23
686,Male,30,97,64
687,Male,52,52,47
688,Female,44,122,88
689,Male,20,300,76
690,Female,32,18,47
691,Female,43,98,62
692,Female,49,86,42
693,Female,30,17,50
694,Female,18,41,57
695,Female,45,13,49
696,Male,24,67,76
697,Female,18,22,54
698,Male,18,17,61
699,Female,48,58,56
700,Female,40,34,48
701,Female,36,85,67
702,Female,55,220,66
703,Female,46,57,41
704,Female,58,22,63
705,Female,22,79,70
706,Male,38,33,58
707,Female,19,41,58
708,Male,36,18,90
709,Female,36,31,33
710,Male,46,9,26
711,Male,39,86,45
712,Male,46,26,48
713,Female,47,100,60
714,Female,64,25,48
715,Female,35,9,30
716,Male,27,79,60
717,Male,41,32,46
718,Male,29,10,44
719,Female,56,45,68
720,Male,35,8,53
721,Male,32,86,69
722,Female,33,32,68
723,Female,47,64,70
724,Male,37,8,32
725,Male,31,11,30
726,Male,58,300,59
727,Female,28,84,57
728,Male,39,10,56
729,Female,46,20,43
730,Female,19,8,61
731,Female,44,46,38
732,Male,26,87,85
733,Male,48,63,56
734,Female,27,38,38
735,Female,47,94,48
736,Male,52,37,88
737,Female,49,15,36
738,Male,42,44,43
739,Female,36,284,69
740,Female,32,69,63
741,Female,56,59,36
742,Female,30,44,51
743,Male,26,151,82
744,Female,46,35,45
745,Female,29,21,27
746,Male,27,116,64
747,Female,21,79,51
748,Male,33,8,35
749,Male,38,58,69
750,Male,41,62,53
751,Female,50,12,38
752,Male,45,284,96
753,Male,36,28,64
754,Female,36,92,62
755,Female,45,10,72
756,Male,54,38,51
757,Male,40,13,5
758,Female,33,97,67
759,Male,27,33,25
760,Male,21,25,55
761,Female,46,18,14
762,Female,45,18,28
763,Female,45,9,39
764,Male,37,12,32
765,Female,55,55,43
766,Male,33,25,63
767,Male,50,47,36
768,Male,38,50,56
769,Female,31,15,18
770,Male,46,19,32
771,Female,43,20,49
772,Male,43,73,46
773,Female,39,37,38
774,Female,38,22,45
775,Male,67,16,55
776,Female,53,82,56
777,Female,47,78,51
778,Male,40,57,49
779,Male,51,39,52
780,Male,45,20,43
781,Male,39,154,29
782,Male,35,90,50
783,Female,38,12,36
784,Female,18,69,68
785,Female,41,96,65
786,Male,33,21,53
787,Male,58,30,63
788,Female,39,7,24
789,Female,24,9,58
790,Male,38,101,81
791,Female,26,23,24
792,Male,44,90,60
793,Female,42,197,59
794,Male,50,18,47
795,Female,29,39,56
796,Male,39,72,85
797,Male,22,85,70
798,Male,47,77,66
799,Male,45,17,28
800,Male,44,29,52
801,Male,39,56,76
802,Female,43,163,69
803,Male,58,13,31
804,Male,35,241,42
805,Female,40,10,43
806,Male,25,132,77
807,Male,28,33,42
808,Male,40,57,59
809,Female,52,33,39
810,Female,35,17,45
811,Male,36,20,35
812,Male,34,9,39
813,Female,32,7,41
814,Male,42,13,57
815,Male,21,66,44
816,Female,54,62,46
817,Male,31,22,35
818,Female,47,72,62
819,Female,23,38,59
820,Female,47,245,75
821,Male,47,61,49
822,Female,43,10,53
823,Female,27,27,35
824,Female,41,59,52
825,Female,24,23,30
826,Male,35,19,47
827,Female,51,8,28
828,Female,48,12,46
829,Male,39,56,42
830,Female,27,31,63
831,Female,46,10,41
832,Female,39,28,26
833,Female,18,28,57
834,Female,48,21,41
835,Female,38,16,44
836,Female,53,14,31
837,Male,25,13,24
838,Female,18,18,46
839,Male,42,17,34
840,Male,42,36,56
841,Female,18,45,47
842,Male,27,14,39
843,Female,72,12,26
844,Male,35,34,42
845,Female,47,91,63
846,Female,31,67,55
847,Female,18,30,53
848,Male,36,21,39
849,Female,35,10,37
850,Male,34,94,43
851,Female,37,19,83
852,Male,42,198,61
853,Female,37,24,62
854,Male,23,31,70
855,Female,44,20,49
856,Female,18,51,39
857,Female,18,55,47
858,Female,47,8,29
859,Male,45,7,50
860,Female,38,75,72
861,Male,22,48,38
862,Female,30,62,38
863,Female,35,18,26
864,Female,19,72,79
865,Female,30,93,60
866,Male,46,34,42
867,Female,56,48,40
868,Female,33,57,27
869,Male,48,43,59
870,Male,18,13,37
871,Female,46,163,90
872,Female,29,58,38
873,Male,42,18,38
874,Female,36,28,61
875,Female,54,74,69
876,Female,28,9,55
877,Male,46,11,43
878,Male,35,24,57
879,Female,37,22,55
880,Female,36,92,61
881,Female,28,15,36
882,Male,38,72,79
883,Female,38,19,28
884,Female,41,22,38
885,Male,40,82,55
886,Female,48,52,16
887,Male,50,10,60
888,Female,26,20,1
889,Female,49,51,18
890,Female,24,60,57
891,Male,46,178,73
892,Male,46,222,68
893,Male,18,26,58
894,Female,40,60,20
895,Male,33,42,64
896,Female,29,51,53
897,Female,55,23,47
898,Male,31,14,36
899,Female,29,15,43
900,Female,39,16,36
901,Female,47,8,14
902,Female,37,40,79
903,Female,52,93,77
904,Male,45,51,22
905,Female,18,17,37
906,Male,32,22,28
907,Male,32,62,61
908,Female,44,9,13
909,Female,18,43,48
910,Female,69,245,45
911,Male,45,8,37
912,Female,40,20,30
913,Male,53,49,47
914,Female,67,271,59
915,Male,49,86,41
916,Female,50,80,70
917,Female,40,17,47
918,Male,37,174,73
919,Male,33,16,45
920,Female,29,9,34
921,Male,30,65,61
922,Female,22,157,75
923,Male,38,14,7
924,Male,18,12,49
925,Female,41,7,45
926,Female,38,12,48
927,Female,40,8,36
928,Male,32,216,28
929,Male,75,30,46
930,Female,55,73,80
931,Female,24,73,64
932,Male,41,59,38
933,Male,31,82,63
934,Female,26,39,52
935,Female,22,11,52
936,Female,44,47,51
937,Female,30,53,57
938,Male,50,92,79
939,Female,50,204,80
940,Male,55,60,81
941,Female,28,95,40
942,Male,44,15,70
943,Male,46,83,48
944,Male,33,11,39
945,Female,29,12,58
946,Female,58,9,28
947,Female,41,61,52
948,Male,46,14,49
949,Male,29,161,49
950,Male,24,12,58
951,Male,32,133,46
952,Male,37,78,93
953,Female,26,22,56
954,Male,38,9,39
955,Female,18,83,43
956,Female,25,61,48
957,Female,47,61,49
958,Female,46,21,38
959,Female,34,42,74
960,Male,26,231,100
961,Female,26,14,48
962,Male,34,62,36
963,Female,46,14,26
964,Female,50,89,62
965,Female,33,77,37
966,Female,25,18,32
967,Male,42,21,71
968,Female,29,20,39
969,Male,32,30,31
970,Female,54,40,55
971,Male,48,185,53
972,Male,40,33,33
973,Male,23,16,21
974,Female,41,64,83
975,Female,51,61,39
976,Female,34,55,16
977,Male,55,9,57
978,Female,54,11,33
979,Female,58,172,35
980,Male,42,30,43
981,Female,46,16,45
982,Male,55,56,57
983,Female,44,272,97
984,Female,32,13,31
985,Male,33,29,48
986,Female,41,107,50
987,Male,23,19,21
988,Female,37,75,68
989,Female,52,25,51
990,Male,18,42,54
991,Male,57,12,47
992,Male,52,8,27
993,Female,33,49,32
994,Male,45,12,38
995,Female,39,43,74
996,Female,53,21,64
997,Male,50,12,47
998,Female,22,264,65
999,Male,46,34,52
1000,Female,36,237,71
1001,Female,39,23,27
1002,Male,30,47,50
1003,Male,59,23,15
1004,Male,51,98,56
1005,Male,30,69,88
1006,Male,22,11,46
1007,Male,34,159,53
1008,Male,44,22,41
1009,Female,41,29,41
1010,Female,54,179,68
1011,Female,48,64,73
1012,Male,50,215,73
1013,Male,42,19,79
1014,Female,22,23,64
1015,Male,36,19,55
1016,Male,51,51,62
1017,Female,38,74,56
1018,Male,45,9,18
1019,Male,35,45,60
1020,Female,26,13,56
1021,Male,37,7,48
1022,Female,42,60,60
1023,Male,31,44,74
1024,Male,36,63,73
1025,Male,27,10,19
1026,Female,52,94,51
1027,Male,35,7,41
1028,Male,56,19,53
1029,Female,57,40,61
1030,Male,38,74,78
1031,Female,26,13,21
1032,Male,18,9,24
1033,Female,21,49,66
1034,Female,22,10,28
1035,Female,55,88,37
1036,Male,40,65,60
1037,Female,43,18,30
1038,Male,18,51,71
1039,Female,24,79,61
1040,Female,49,12,43
1041,Female,42,53,36
1042,Male,37,8,59
1043,Female,45,31,58
1044,Male,58,20,26
1045,Male,36,99,56
1046,Male,39,9,44
1047,Female,41,16,22
1048,Female,67,101,71
1049,Male,18,17,13
1050,Female,47,21,30
1051,Male,37,8,39
1052,Female,45,11,42
1053,Male,31,208,58
1054,Male,38,94,70
1055,Male,47,14,23
1056,Female,76,75,66
1057,Male,48,40,52
1058,Female,28,116,71
1059,Female,33,7,32
1060,Male,33,39,62
1061,Male,18,36,45
1062,Male,35,45,61
1063,Male,47,46,67
1064,Female,23,10,56
1065,Female,51,72,73
1066,Male,44,40,48
1067,Female,30,195,71
1068,Female,37,19,43
1069,Female,58,53,25
1070,Female,47,286,73
1071,Female,39,53,51
1072,Female,36,69,67
1073,Female,39,72,57
1074,Female,32,9,29
1075,Male,18,25,56
1076,Female,63,13,26
1077,Female,40,60,62
1078,Male,43,9,35
1079,Female,38,87,67
1080,Male,30,57,60
1081,Male,36,45,53
1082,Female,19,12,14
1083,Female,66,115,77
1084,Male,24,13,47
1085,Male,26,8,26
1086,Female,33,17,30
1087,Male,54,282,66
1088,Female,39,232,62
1089,Male,24,31,77
1090,Female,54,88,78
1091,Male,47,17,39
1092,Male,45,292,65
1093,Male,47,7,36
1094,Female,67,21,40
1095,Female,65,10,62
1096,Female,30,27,42
1097,Female,58,90,40
1098,Female,43,16,68
1099,Male,44,176,35
1100,Female,18,46,38
1101,Female,36,21,40
1102,Male,29,26,31
1103,Male,48,62,58
1104,Male,51,101,74
1105,Male,18,40,38
1106,Female,38,45,62
1107,Female,52,22,59
1108,Male,36,39,43
1109,Male,47,205,67
1110,Female,43,9,76
1111,Male,43,95,65
1112,Female,35,25,50
1113,Female,24,13,58
1114,Female,25,147,74
1115,Male,47,50,47
1116,Male,39,21,44
1117,Female,37,13,55
1118,Male,33,19,8
1119,Female,35,71,46
1120,Female,51,29,77
1121,Male,34,286,60
1122,Male,22,18,70
1123,Male,47,20,62
1124,Male,36,13,49
1125,Male,39,53,44
1126,Male,58,173,58
1127,Female,38,25,86
1128,Female,42,20,67
1129,Female,24,72,57
1130,Female,36,80,48
1131,Male,46,22,34
1132,Female,20,67,63
1133,Female,41,11,22
1134,Female,40,16,36
1135,Male,39,23,69
1136,Female,51,36,23
1137,Male,43,36,58
1138,Female,56,23,52
1139,Female,27,21,31
1140,Male,40,88,84
1141,Male,40,273,63
1142,Female,26,90,65
1143,Male,50,16,29
1144,Male,66,19,43
1145,Female,38,17,32
1146,Male,45,9,49
1147,Male,40,45,63
1148,Male,30,33,51
1149,Male,18,73,32
1150,Male,30,61,56
1151,Male,22,7,44
1152,Male,59,12,39
1153,Male,37,60,74
1154,Male,34,13,13
1155,Male,49,18,15
1156,Male,25,18,35
1157,Female,29,13,34
1158,Male,39,8,29
1159,Male,51,63,44
1160,Female,45,85,70
1161,Male,41,18,41
1162,Female,39,13,40
1163,Female,43,65,68
1164,Male,41,16,27
1165,Female,26,17,27
1166,Male,39,11,46
1167,Male,26,8,21
1168,Female,39,70,28
1169,Female,33,76,56
1170,Female,69,14,53
1171,Male,38,12,37
1172,Male,22,7,55
1173,Male,37,7,4
1174,Female,45,205,77
1175,Male,59,34,53
1176,Female,31,47,26
1177,Male,20,72,71
1178,Female,48,85,61
1179,Male,22,78,100
1180,Male,33,11,7
1181,Male,35,22,69
1182,Female,38,54,34
1183,Male,47,12,10
1184,Male,30,131,56
1185,Female,35,60,45
1186,Male,38,230,81
1187,Male,40,16,69
1188,Female,40,87,78
1189,Female,44,20,23
1190,Male,49,222,78
1191,Female,43,9,41
1192,Male,44,61,37
1193,Female,20,67,60
1194,Male,39,35,30
1195,Female,44,28,48
1196,Male,47,174,64
1197,Male,30,32,32
1198,Male,31,58,46
1199,Male,32,7,55
1200,Female,45,72,60
1201,Male,51,62,74
1202,Female,34,59,37
1203,Female,49,11,43
1204,Female,40,58,56
1205,Female,37,23,35
1206,Male,36,19,37
1207,Male,47,29,16
1208,Female,42,11,39
1209,Female,66,22,15
1210,Male,28,55,32
1211,Female,45,17,19
1212,Female,32,23,19
1213,Female,28,11,40
1214,Male,38,29,35
1215,Male,40,33,62
1216,Female,74,95,65
1217,Female,36,16,17
1218,Male,25,23,48
1219,Male,42,9,44
1220,Female,18,52,47
1221,Male,37,295,77
1222,Female,39,23,42
1223,Female,48,10,46
1224,Male,50,8,14
1225,Female,32,60,39
1226,Male,37,24,74
1227,Female,29,49,76
1228,Female,25,63,72
1229,Male,42,27,49
1230,Female,23,13,69
1231,Male,34,20,59
1232,Female,27,41,40
1233,Female,45,57,34
1234,Female,60,24,47
1235,Male,23,45,98
1236,Female,18,39,26
1237,Male,37,84,61
1238,Female,39,39,29
1239,Male,41,90,67
1240,Female,33,12,25
1241,Male,36,48,41
1242,Male,43,143,39
1243,Male,51,8,59
